"Nombre","Plataforma","Año","Genero","Editorial","Ventas NA","Ventas EU","Ventas JP","Ventas Otros","Ventas Global","CALIFICACIÓN DEL PUBLICO"
"New Love Plus","3DS","2012","Simulation","Konami Digital Entertainment","0","0","0.19","0","0.19","Excelente"
"Major League Baseball 2K12","PS3","2012","Sports","Take-Two Interactive","0.18","0","0","0.01","0.19","Excelente"
"Binary Domain","X360","2012","Action","Sega","0.09","0.07","0.02","0.02","0.19","Aceptable"
"The Amazing Spider-Man (Console Version)","3DS","2012","Action","Activision","0.15","0.03","0","0.01","0.19","Aceptable"
"Zumba Fitness Rush","X360","2012","Sports","505 Games","0","0.16","0","0.02","0.19","Excelente"
"Pro Yaky? Spirits 2012","PS3","2012","Sports","Konami Digital Entertainment","0","0","0.19","0","0.19","Excelente"
"Grand Slam Tennis 2","X360","2012","Sports","Electronic Arts","0.1","0.07","0","0.02","0.19","Aceptable"
"Little Battlers eXperience W","PSP","2012","Role-Playing","Level 5","0","0","0.19","0","0.19","Bueno"
"Tekken Tag Tournament 2","WiiU","2012","Fighting","Namco Bandai Games","0.09","0.07","0.01","0.01","0.19","Excelente"
"Metro: Last Light","PC","2013","Action","Deep Silver","0.06","0.11","0","0.02","0.19","Excelente"
"Conception II: Children of the Seven Stars","PSV","2013","Role-Playing","Screenlife","0.13","0","0.04","0.02","0.19","Bueno"
"NBA Live 14","XOne","2013","Sports","Electronic Arts","0.16","0.02","0","0.01","0.19","Excelente"
"Tom Clancy's Splinter Cell: Blacklist","PC","2013","Action","Ubisoft","0.04","0.13","0","0.03","0.19","Malo"
"Kamen Rider: Battride War","PS3","2013","Action","Namco Bandai Games","0","0","0.19","0","0.19","Bueno"
"Saints Row IV","PC","2013","Action","Deep Silver","0.11","0.06","0","0.02","0.19","Malo"
"Fighter Within","XOne","2013","Fighting","Ubisoft","0.11","0.07","0","0.02","0.19","Bueno"
"Valhalla Knights 3","PSV","2013","Role-Playing","Xseed Games","0.04","0.01","0.12","0.01","0.19","Bueno"
"Taiko no Tatsujin: Wii U Version!","WiiU","2013","Misc","Namco Bandai Games","0","0","0.19","0","0.19","Aceptable"
"Nobunaga no Yabou: Souzou","PS3","2013","Strategy","Tecmo Koei","0","0","0.19","0","0.19","Aceptable"
"Kuma-Tomo","3DS","2013","Misc","Namco Bandai Games","0","0","0.19","0","0.19","Malo"
"Pro Evolution Soccer 2014","3DS","2013","Action","Konami Digital Entertainment","0","0","0.19","0","0.19","Excelente"
"Bound By Flame","PS4","2014","Role-Playing","Focus Home Interactive","0.07","0.08","0","0.04","0.19","Excelente"
"Hyperdevotion Noire: Goddess Black Heart","PSV","2014","Role-Playing","Idea Factory","0.08","0.02","0.06","0.03","0.19","Excelente"
"3rd Super Robot Wars Z Jigoku Hen","PSV","2014","Role-Playing","Namco Bandai Games","0","0","0.19","0","0.19","Bueno"
"Singstar: Ultimate Party","PS4","2014","Misc","Sony Computer Entertainment Europe","0","0.16","0","0.03","0.19","Aceptable"
"Dance Central: Spotlight","XOne","2014","Misc","Microsoft Game Studios","0.15","0.03","0","0","0.19","Malo"
"Phantasy Star Nova","PSV","2014","Role-Playing","Sega","0","0","0.19","0","0.19","Excelente"
"The Sims 4: Get Together","PC","2015","Simulation","Electronic Arts","0.05","0.13","0","0.01","0.19","Bueno"
"Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken","3DS","2015","Action","Capcom","0","0","0.19","0","0.19","Aceptable"
"Farming Simulator 2015","XOne","2015","Simulation","Koch Media","0.1","0.07","0","0.02","0.19","Aceptable"
"Disney Magic World 2","3DS","2015","Action","Nintendo","0","0","0.19","0","0.19","Excelente"
"God Eater Resurrection","PSV","2015","Action","Namco Bandai Games","0","0","0.19","0","0.19","Malo"
"3rd Super Robot Wars Z: Tengoku-Hen","PSV","2015","Action","Namco Bandai Games","0","0","0.19","0","0.19","Excelente"
"Story of Seasons: Good Friends of the Three Villages","3DS","2016","Simulation","Marvelous Interactive","0","0","0.19","0","0.19","Excelente"
"Kan Colle Kai","PSV","2016","Action","Kadokawa Games","0","0","0.19","0","0.19","Malo"
"The Heavy Rain and Beyond: Two Souls Collection","PS4","2016","Action","Sony Computer Entertainment","0","0.16","0","0.03","0.19","Malo"
"GameBoy Wars","GB","1991","Strategy","Nintendo","0","0","0.18","0","0.18","Aceptable"
"Battle Commander: Hachibushu Shura no Heihou","SNES","1991","Strategy","Banpresto","0","0","0.18","0","0.18","Aceptable"
"Mega Man Soccer","SNES","1993","Sports","Capcom","0.04","0.01","0.13","0","0.18","Excelente"
"Gokujou Parodius","SNES","1994","Shooter","Konami Digital Entertainment","0","0","0.18","0","0.18","Malo"
"F1 Challenge","SAT","1994","Racing","Sega","0","0","0.18","0","0.18","Bueno"
"Jampack Vol. 1","PS","1996","Misc","Sony Computer Entertainment","0.1","0.07","0","0.01","0.18","Aceptable"
"Dead or Alive","SAT","1997","Fighting","Tecmo Koei","0","0","0.18","0","0.18","Excelente"
"Klonoa: Door to Phantomile","PS","1997","Platform","Sony Computer Entertainment","0","0","0.17","0.01","0.18","Bueno"
"Moon","PS","1997","Adventure","ASCII Entertainment","0","0","0.17","0.01","0.18","Excelente"
"Vampire Savior: The Lord of Vampire","SAT","1998","Fighting","Capcom","0","0","0.18","0","0.18","Aceptable"
"Brunswick Circuit Pro Bowling","PS","1998","Sports","THQ","0.1","0.07","0","0.01","0.18","Bueno"
"International Superstar Soccer 2000 (JP weekly sales)","N64","1999","Sports","Konami Digital Entertainment","0","0","0.18","0","0.18","Bueno"
"Chocobo no Fushigi Dungeon for WonderSwan","WS","1999","Role-Playing","Namco Bandai Games","0","0","0.18","0","0.18","Malo"
"Sesame Street: Elmo's Letter Adventure","N64","1999","Misc","NewKidCo","0.14","0.04","0","0","0.18","Excelente"
"Re-Volt","N64","1999","Racing","Acclaim Entertainment","0.14","0.04","0","0","0.18","Malo"
"Shadow Madness","PS","1999","Action","Crave Entertainment","0.1","0.07","0","0.01","0.18","Bueno"
"Reel Fishing II","PS","2000","Sports","Victor Interactive","0.1","0.07","0","0.01","0.18","Bueno"
"Driving Emotion Type-S","PS2","2000","Racing","Electronic Arts","0.04","0.03","0.11","0.01","0.18","Aceptable"
"Casper: Friends Around the World","PS","2000","Action","TDK Core","0.1","0.07","0","0.01","0.18","Aceptable"
"Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou","DC","2000","Sports","Sega","0","0","0.18","0","0.18","Aceptable"
"The Adventures of Cookie & Cream","PS2","2000","Puzzle","Empire Interactive","0.09","0.07","0","0.02","0.18","Excelente"
"Atari Anniversary Edition Redux","PS","2000","Misc","Infogrames","0.1","0.07","0","0.01","0.18","Excelente"
"Ball Breakers","PS","2000","Action","Take-Two Interactive","0.1","0.07","0","0.01","0.18","Excelente"
"Speedball 2100","PS","2000","Sports","Empire Interactive","0.1","0.07","0","0.01","0.18","Excelente"
"Jurassic Park III: Island Attack","GBA","2001","Adventure","Konami Digital Entertainment","0.13","0.05","0","0","0.18","Bueno"
"AirForce Delta Storm","XB","2001","Shooter","Konami Digital Entertainment","0.14","0.04","0","0.01","0.18","Malo"
"Fear Effect 2: Retro Helix","PS","2001","Action","Eidos Interactive","0.1","0.07","0","0.01","0.18","Bueno"
"Test Drive Off-Road Wide Open","XB","2001","Racing","Infogrames","0.15","0.03","0","0.01","0.18","Malo"
"Batman: Vengeance","GBA","2001","Adventure","Ubisoft","0.13","0.05","0","0","0.18","Bueno"
"FIFA Soccer 2002","GC","2001","Sports","Electronic Arts","0.14","0.04","0","0","0.18","Aceptable"
"Disney's Tarzan Untamed","GC","2001","Platform","Ubisoft","0.14","0.04","0","0","0.18","Bueno"
"NBA Hoopz","PS2","2001","Sports","Midway Games","0.09","0.07","0","0.02","0.18","Excelente"
"ESPN X Games Skateboarding","GBA","2001","Sports","Konami Digital Entertainment","0.13","0.05","0","0","0.18","Excelente"
"LEGO Island 2: The Brickster's Revenge","PS","2001","Adventure","LEGO Media","0.1","0.07","0","0.01","0.18","Bueno"
"Ty the Tasmanian Tiger","XB","2002","Platform","Electronic Arts","0.14","0.04","0","0.01","0.18","Excelente"
"Monopoly Party","XB","2002","Misc","Infogrames","0.14","0.04","0","0.01","0.18","Bueno"
"Atari Anniversary Advance","GBA","2002","Misc","Atari","0.13","0.05","0","0","0.18","Excelente"
"Bloody Roar: Primal Fury","GC","2002","Fighting","Activision","0.14","0.04","0","0","0.18","Aceptable"
"Gauntlet: Dark Legacy","GC","2002","Action","Midway Games","0.14","0.04","0","0","0.18","Bueno"
"Commandos 2: Men of Courage","PS2","2002","Strategy","Eidos Interactive","0.09","0.07","0","0.02","0.18","Bueno"
"Fireblade","PS2","2002","Action","Midway Games","0.09","0.07","0","0.02","0.18","Aceptable"
"K-1 World Grand Prix","PS2","2002","Sports","Konami Digital Entertainment","0.04","0.03","0.1","0.01","0.18","Bueno"
"Virtua Tennis","GBA","2002","Sports","Atari","0.13","0.05","0","0","0.18","Excelente"
"NFL 2K2","XB","2002","Sports","Sega","0.13","0.04","0","0.01","0.18","Bueno"
"Sports Illustrated for Kids: Football","GBA","2003","Sports","BAM! Entertainment","0.13","0.05","0","0","0.18","Excelente"
".hack//Quarantine Part 4: The Final Chapter","PS2","2003","Role-Playing","Atari","0.09","0.07","0","0.02","0.18","Malo"
"Indiana Jones and the Emperor's Tomb","XB","2003","Action","LucasArts","0.14","0.04","0","0.01","0.18","Bueno"
"Buffy the Vampire Slayer: Chaos Bleeds","PS2","2003","Action","Vivendi Games","0.09","0.07","0","0.02","0.18","Bueno"
"Siren","PS2","2003","Adventure","Sony Computer Entertainment","0.09","0.07","0","0.02","0.18","Bueno"
"Amplitude","PS2","2003","Misc","Sony Computer Entertainment","0.09","0.07","0","0.02","0.18","Excelente"
"Tokyo Xtreme Racer DRIFT","PS2","2003","Racing","Genki","0.09","0.07","0","0.02","0.18","Bueno"
"Tiger Woods PGA Tour 2004","GBA","2003","Sports","Electronic Arts","0.13","0.05","0","0","0.18","Bueno"
"EyeToy: Groove","PS2","2003","Misc","Sony Computer Entertainment","0.09","0.07","0","0.02","0.18","Excelente"
"Looney Tunes: Back in Action","GBA","2003","Platform","Electronic Arts","0.13","0.05","0","0","0.18","Excelente"
"NHL 2004","XB","2003","Sports","Electronic Arts","0.13","0.04","0","0.01","0.18","Bueno"
"Fight Club","PS2","2004","Fighting","Vivendi Games","0.09","0.07","0","0.02","0.18","Bueno"
"Harvest Moon: A Wonderful Life Special Edition","PS2","2004","Simulation","505 Games","0.09","0.07","0","0.02","0.18","Excelente"
"Vietcong: Purple Haze","PS2","2004","Shooter","Gathering of Developers","0.09","0.07","0","0.02","0.18","Bueno"
"PokÃ©mon I Choose You / Squirtle Squad Game Boy Advance Video","GBA","2004","Misc","Nintendo","0.13","0.05","0","0","0.18","Excelente"
"Bad Boys: Miami Takedown","XB","2004","Shooter","Empire Interactive","0.14","0.04","0","0.01","0.18","Excelente"
"Mega Man X: Command Mission","PS2","2004","Role-Playing","Capcom","0.09","0.07","0","0.02","0.18","Aceptable"
"Cabela's Big Game Hunter 2005 Adventures","XB","2004","Sports","Activision","0.13","0.04","0","0.01","0.18","Excelente"
"Silent Hill 4: The Room","XB","2004","Action","Konami Digital Entertainment","0.14","0.04","0","0.01","0.18","Excelente"
"All Grown Up! Express Yourself","GBA","2004","Misc","THQ","0.13","0.05","0","0","0.18","Aceptable"
"UFC: Sudden Impact","PS2","2004","Fighting","Global Star","0.09","0.07","0","0.02","0.18","Bueno"
"Backyard Basketball","GBA","2004","Sports","Atari","0.13","0.05","0","0","0.18","Excelente"
"Close Combat: First to Fight","XB","2005","Shooter","Take-Two Interactive","0.14","0.04","0","0.01","0.18","Malo"
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","DS","2005","Action","Disney Interactive Studios","0.15","0.02","0","0.01","0.18","Malo"
"NARC","XB","2005","Shooter","Midway Games","0.14","0.04","0","0.01","0.18","Bueno"
"Super Robot Taisen J","GBA","2005","Strategy","Banpresto","0","0","0.18","0","0.18","Aceptable"
"Gauntlet: Seven Sorrows","XB","2005","Role-Playing","Midway Games","0.14","0.04","0","0.01","0.18","Aceptable"
"Metal Gear Ac!d 2","PSP","2005","Strategy","Konami Digital Entertainment","0.11","0.01","0.05","0.01","0.18","Excelente"
"TalkMan (Japan)","PSP","2005","Misc","Sony Computer Entertainment","0","0","0.18","0","0.18","Bueno"
"Shrek SuperSlam","DS","2005","Action","Activision","0.17","0","0","0.01","0.18","Excelente"
"Shadow The Hedgehog","XB","2005","Platform","Sega","0.13","0.04","0","0.01","0.18","Malo"
"Burnout Legends","DS","2005","Racing","Electronic Arts","0.15","0.02","0","0.01","0.18","Excelente"
"Gun","GC","2005","Shooter","Activision","0.14","0.04","0","0","0.18","Excelente"
"The Game of Life / Yahtzee / Payday","GBA","2005","Misc","Zoo Digital Publishing","0.13","0.05","0","0","0.18","Aceptable"
"American Chopper 2: Full Throttle","PS2","2005","Racing","Zoo Digital Publishing","0.09","0.07","0","0.02","0.18","Excelente"
"Mobile Suit Gundam Seed Destiny: Generation of C.E.","PS2","2005","Action","Namco Bandai Games","0","0","0.18","0","0.18","Malo"
"Charlie and the Chocolate Factory","GC","2005","Adventure","Global Star","0.14","0.04","0","0","0.18","Bueno"
"Armored Core: Last Raven","PS2","2005","Simulation","505 Games","0.05","0.04","0.08","0.01","0.18","Excelente"
"Juiced","XB","2005","Racing","THQ","0.13","0.04","0","0.01","0.18","Excelente"
"Pac-Man World 3","DS","2005","Platform","Namco Bandai Games","0.16","0","0","0.01","0.18","Excelente"
"Star Wars: Battlefront II","PC","2005","Shooter","LucasArts","0.02","0.13","0","0.03","0.18","Excelente"
"Scooby-Doo! Unmasked","GBA","2005","Platform","THQ","0.13","0.05","0","0","0.18","Aceptable"
"Namco Museum: 50th Anniversary","XB","2005","Misc","Namco Bandai Games","0.13","0.04","0","0.01","0.18","Aceptable"
"Happy Cooking","DS","2006","Simulation","Ubisoft","0.17","0","0","0.01","0.18","Excelente"
"FIFA Soccer 07","GC","2006","Sports","Electronic Arts","0.14","0.04","0","0","0.18","Excelente"
"A.C.E.: Another Century's Episode 2","PS2","2006","Simulation","Banpresto","0","0","0.18","0","0.18","Malo"
"Full Auto 2: Battlelines","PS3","2006","Racing","Sega","0.14","0.02","0","0.02","0.18","Excelente"
"Tales of the Tempest","DS","2006","Role-Playing","Namco Bandai Games","0","0","0.18","0","0.18","Aceptable"
"Summon Night 4","PS2","2006","Role-Playing","Banpresto","0","0","0.18","0","0.18","Bueno"
"NBA Live 08","Wii","2007","Sports","Electronic Arts","0.17","0","0","0.02","0.18","Excelente"
"Nep League DS","DS","2007","Sports","Jaleco","0","0","0.18","0","0.18","Bueno"
"Ar tonelico 2: Melody of Metafalica","PS2","2007","Role-Playing","Nippon Ichi Software","0.04","0.03","0.11","0.01","0.18","Bueno"
"Spider-Man: Friend or Foe","PSP","2007","Action","Activision","0.16","0","0","0.01","0.18","Malo"
"Disney Friends","DS","2007","Simulation","Disney Interactive Studios","0.13","0.04","0","0.01","0.18","Aceptable"
"Van Helsing","XB","2007","Action","Activision","0.13","0.04","0","0.01","0.18","Aceptable"
"Mercury Meltdown Revolution","Wii","2007","Action","Ignition Entertainment","0.16","0","0","0.01","0.18","Aceptable"
"College Hoops 2K7","PS3","2007","Sports","Take-Two Interactive","0.16","0","0","0.01","0.18","Aceptable"
"College Hoops 2K8","X360","2007","Sports","Take-Two Interactive","0.16","0","0","0.01","0.18","Bueno"
"My French Coach","DS","2007","Misc","Ubisoft","0.15","0.02","0","0.01","0.18","Malo"
"Rock Band Track Pack Volume 2","X360","2008","Misc","MTV Games","0.16","0.01","0","0.01","0.18","Bueno"
"Alone in the Dark","Wii","2008","Adventure","Atari","0.09","0.08","0","0.02","0.18","Excelente"
"Summer Athletics: The Ultimate Challenge","PS2","2008","Sports","DTP Entertainment","0","0","0","0.18","0.18","Excelente"
"Let's TAP","Wii","2008","Misc","Sega","0.09","0.06","0.01","0.02","0.18","Bueno"
"The Chronicles of Narnia: Prince Caspian","X360","2008","Action","Disney Interactive Studios","0.16","0.01","0","0.01","0.18","Aceptable"
"Six Flags Fun Park","DS","2008","Misc","Brash Entertainment","0.17","0","0","0.01","0.18","Excelente"
"Cabela's Legendary Adventures","Wii","2008","Sports","Activision","0.17","0","0","0.01","0.18","Aceptable"
"Pirates: Hunt For Blackbeard's Booty","Wii","2008","Adventure","Activision","0.08","0.08","0","0.02","0.18","Aceptable"
"WordJong Party","Wii","2008","Puzzle","Destineer","0.17","0","0","0.01","0.18","Excelente"
"Cabela's Dangerous Hunts 2009","PS2","2008","Sports","Activision Value","0.09","0.07","0","0.02","0.18","Aceptable"
"Skate it","DS","2008","Sports","Electronic Arts","0.14","0.02","0","0.01","0.18","Excelente"
"Super Robot Taisen A Portable","PSP","2008","Strategy","Namco Bandai Games","0","0","0.18","0","0.18","Bueno"
"SimCity Creator (JP sales)","DS","2008","Simulation","Electronic Arts","0","0","0.18","0","0.18","Bueno"
"Sonic Riders: Zero Gravity","PS2","2008","Racing","Sega","0.09","0.07","0","0.02","0.18","Excelente"
"Nancy Drew: The Hidden Staircase","DS","2008","Adventure","THQ","0.16","0","0","0.01","0.18","Malo"
"Madden NFL 09","XB","2008","Sports","Electronic Arts","0.13","0.04","0","0.01","0.18","Excelente"
"Pro Yaky? Spirits 5","PS2","2008","Sports","Konami Digital Entertainment","0","0","0.18","0","0.18","Excelente"
"Castlevania Judgment","Wii","2008","Fighting","Konami Digital Entertainment","0.13","0.02","0.01","0.01","0.18","Excelente"
"Dance Dance Revolution: Disney Grooves","Wii","2009","Simulation","Konami Digital Entertainment","0.17","0","0","0.01","0.18","Excelente"
"Half-Minute Hero","PSP","2009","Role-Playing","Rising Star Games","0.08","0.02","0.07","0.02","0.18","Aceptable"
"Ringling Bros. and Barnum & Bailey Circus","Wii","2009","Action","Take-Two Interactive","0.17","0","0","0.01","0.18","Excelente"
"Naruto Shippuden: Dragon Blade Chronicles","Wii","2009","Action","505 Games","0.11","0.02","0.05","0.01","0.18","Bueno"
"Borderlands","PC","2009","Shooter","Take-Two Interactive","0.01","0.14","0","0.04","0.18","Excelente"
"Chaotic: Shadow Warriors","DS","2009","Action","Activision","0.17","0","0","0.01","0.18","Bueno"
"Ghostbusters: The Video Game","PSP","2009","Action","Atari","0.16","0.01","0","0.02","0.18","Excelente"
"Company of Heroes: Anthology","PC","2009","Strategy","THQ","0","0.15","0","0.04","0.18","Bueno"
"X-Men Origins: Wolverine","PS2","2009","Action","Activision","0.13","0","0","0.05","0.18","Excelente"
"Trinity Universe","PS3","2009","Role-Playing","Nippon Ichi Software","0.07","0.06","0.03","0.02","0.18","Aceptable"
"SingStar Motown","PS3","2009","Misc","Sony Computer Entertainment","0","0.16","0","0.02","0.18","Excelente"
"Race Pro","X360","2009","Racing","Atari","0.06","0.09","0","0.02","0.18","Aceptable"
"Velvet Assassin","X360","2009","Shooter","DTP Entertainment","0.14","0.02","0.01","0.01","0.18","Aceptable"
"Tomb Raider: Underworld","PS2","2009","Action","Eidos Interactive","0.09","0.04","0","0.05","0.18","Bueno"
"Kidou Senshi Gundam: Senjou no Kizuna Portable","PSP","2009","Strategy","Namco Bandai Games","0","0","0.18","0","0.18","Aceptable"
"Major League Baseball 2K10","PS3","2010","Sports","Take-Two Interactive","0.17","0","0","0.01","0.18","Excelente"
"Hello Kitty: Birthday Adventures","DS","2010","Adventure","Namco Bandai Games","0.06","0.11","0","0.02","0.18","Aceptable"
"Pure Futbol","X360","2010","Sports","Ubisoft","0.08","0.09","0","0.02","0.18","Excelente"
"The Last Airbender","DS","2010","Action","THQ","0.13","0.04","0","0.01","0.18","Malo"
"Lips: Party Classics","X360","2010","Misc","Microsoft Game Studios","0.05","0.11","0","0.02","0.18","Bueno"
"How to Train Your Dragon","PS3","2010","Action","Activision","0.12","0.04","0","0.02","0.18","Aceptable"
"Rabbids Party Collection","Wii","2010","Misc","Ubisoft","0","0.16","0","0.02","0.18","Excelente"
"Jewel Match","DS","2010","Puzzle","PlayV","0.05","0.12","0","0.02","0.18","Bueno"
"Ben 10 Ultimate Alien: Cosmic Destruction","X360","2010","Platform","D3Publisher","0.1","0.06","0","0.02","0.18","Excelente"
"FIFA Soccer 11","PC","2010","Sports","Electronic Arts","0","0.14","0","0.04","0.18","Excelente"
"Horrid Henry: Missions of Mischief","DS","2010","Adventure","SouthPeak Games","0.01","0.15","0","0.02","0.18","Aceptable"
"Splatterhouse","X360","2010","Action","Namco Bandai Games","0.14","0.03","0","0.01","0.18","Aceptable"
"World of Outlaws: Sprint Cars","X360","2010","Racing","THQ","0.17","0","0","0.01","0.18","Bueno"
"Dynasty Warriors: Gundam 3","X360","2010","Action","Tecmo Koei","0.11","0.04","0.02","0.01","0.18","Excelente"
"Chuck E. Cheese's Party Games","DS","2010","Misc","UFO Interactive","0.17","0","0","0.01","0.18","Excelente"
"Shawn Johnson Gymnastics","Wii","2010","Sports","Zoo Games","0.17","0","0","0.01","0.18","Bueno"
"TRON: Evolution","DS","2010","Action","Disney Interactive Studios","0.12","0.04","0","0.01","0.18","Bueno"
"Brunswick Cosmic Bowling","Wii","2010","Sports","GameMill Entertainment","0.17","0","0","0.01","0.18","Excelente"
"Fancy Nancy: Tea Party Time!","DS","2010","Adventure","THQ","0.17","0","0","0.01","0.18","Aceptable"
"Marvel Super Hero Squad: The Infinity Gauntlet","PS3","2010","Action","THQ","0.12","0.03","0","0.02","0.18","Bueno"
"Camp Rock: The Final Jam","DS","2010","Misc","Disney Interactive Studios","0.14","0.02","0","0.01","0.18","Malo"
"The Lord of the Rings: War in the North","PC","2011","Action","Warner Bros. Interactive Entertainment","0.04","0.11","0","0.03","0.18","Excelente"
"de Blob 2","Wii","2011","Platform","THQ","0.11","0.06","0","0.02","0.18","Excelente"
"Driver: San Francisco","PC","2011","Racing","Ubisoft","0.05","0.1","0","0.03","0.18","Excelente"
"Cabela's Adventure Camp","Wii","2011","Misc","Activision","0.15","0.02","0","0.01","0.18","Excelente"
"We Sing UK Hits","Wii","2011","Misc","Nordic Games","0","0.16","0","0.02","0.18","Bueno"
"ZhuZhu Puppies","DS","2011","Simulation","Activision","0.13","0.04","0","0.01","0.18","Aceptable"
"Pro Yaky? Spirits 2011","PS3","2011","Sports","Konami Digital Entertainment","0","0","0.18","0","0.18","Excelente"
"MindJack","PS3","2011","Shooter","Square Enix","0.07","0.08","0","0.03","0.18","Excelente"
"Marvel Super Hero Squad: Comic Combat","X360","2011","Action","THQ","0.13","0.04","0","0.01","0.18","Aceptable"
"Transformers: Dark of the Moon","Wii","2011","Action","Activision","0.1","0.07","0","0.02","0.18","Malo"
"Aliens: Infestation","DS","2011","Action","Sega","0.1","0.06","0","0.02","0.18","Aceptable"
"Brink","PC","2011","Shooter","Bethesda Softworks","0.06","0.09","0","0.03","0.18","Aceptable"
"Heavy Fire: Afghanistan","PS3","2011","Shooter","Unknown","0.17","0","0","0.01","0.18","Bueno"
"Biohazard: Revival Selection","PS3","2011","Action","Capcom","0","0","0.18","0","0.18","Excelente"
"Driver: San Francisco","Wii","2011","Racing","Ubisoft","0.06","0.09","0","0.02","0.18","Aceptable"
"Captain America: Super Soldier","X360","2011","Action","Sega","0.11","0.05","0","0.01","0.18","Malo"
"You Don't Know Jack","PS3","2011","Misc","THQ","0.16","0","0","0.01","0.18","Excelente"
"Syndicate","X360","2012","Shooter","Electronic Arts","0.1","0.06","0","0.02","0.18","Bueno"
"Hatsune Miku and Future Stars: Project Mirai","3DS","2012","Misc","Sega","0","0","0.18","0","0.18","Malo"
"Ridge Racer Unbounded","PS3","2012","Racing","Namco Bandai Games","0.05","0.1","0","0.03","0.18","Bueno"
"Tom Clancy's Ghost Recon: Future Soldier","PC","2012","Shooter","Ubisoft","0.05","0.1","0","0.03","0.18","Aceptable"
"Pro Evolution Soccer 2013","3DS","2012","Sports","Konami Digital Entertainment","0.05","0.02","0.1","0.01","0.18","Excelente"
"The Walking Dead: Season One","PSV","2013","Adventure","Square Enix","0.14","0","0.01","0.03","0.18","Excelente"
"Remember Me","X360","2013","Action","Capcom","0.1","0.07","0","0.02","0.18","Bueno"
"Hitman: HD Trilogy","X360","2013","Action","Square Enix","0.07","0.09","0","0.02","0.18","Aceptable"
"Super Robot Taisen UX","3DS","2013","Role-Playing","Namco Bandai Games","0","0","0.18","0","0.18","Excelente"
"LEGO Marvel Super Heroes","PC","2013","Action","Warner Bros. Interactive Entertainment","0.04","0.12","0","0.02","0.18","Aceptable"
"Hyperdimension Neptunia","PSV","2013","Role-Playing","Compile Heart","0.09","0","0.07","0.02","0.18","Excelente"
"Aliens: Colonial Marines","PC","2013","Shooter","Sega","0.1","0.06","0","0.02","0.18","Excelente"
"Daigasso! Band Brothers P","3DS","2013","Misc","Nintendo","0","0","0.18","0","0.18","Excelente"
"Toukiden: The Age of Demons","PSP","2013","Action","Tecmo Koei","0","0","0.18","0","0.18","Excelente"
"MotoGP 14","PS4","2014","Racing","Milestone S.r.l.","0.04","0.11","0","0.04","0.18","Bueno"
"Dynasty Warriors 8: Empires","PS4","2014","Action","Tecmo Koei","0.06","0.07","0.03","0.02","0.18","Excelente"
"Shape Up","XOne","2014","Misc","Ubisoft","0.08","0.09","0","0.01","0.18","Malo"
"Dungeon Travelers 2: The Royal Library & The Monster Seal","PSV","2014","Role-Playing","Atlus","0.07","0.03","0.05","0.03","0.18","Bueno"
"Guilty Gear Xrd: Sign","PS3","2014","Fighting","Arc System Works","0.09","0","0.07","0.02","0.18","Malo"
"Dengeki Bunko Fighting Climax","PSV","2014","Fighting","Sega","0.08","0","0.07","0.03","0.18","Malo"
"Dark Souls II","PC","2014","Role-Playing","Namco Bandai Games","0.08","0.08","0","0.02","0.18","Bueno"
"Godzilla (2015)","PS4","2014","Action","Namco Bandai Games","0.1","0.03","0.02","0.03","0.18","Aceptable"
"Disgaea 4: A Promise Unforgotten","PSV","2014","Role-Playing","Nippon Ichi Software","0.04","0.04","0.08","0.02","0.18","Aceptable"
"Evolve","PC","2015","Shooter","Take-Two Interactive","0.07","0.1","0","0.01","0.18","Malo"
"Dying Light","PC","2015","Action","Warner Bros. Interactive Entertainment","0.11","0.06","0","0.02","0.18","Bueno"
"Guitar Hero Live","WiiU","2015","Misc","Activision","0.12","0.04","0","0.02","0.18","Aceptable"
"FIFA 16","PC","2015","Sports","Electronic Arts","0.04","0.13","0","0.01","0.18","Excelente"
"LEGO Marvel's Avengers","3DS","2016","Action","Warner Bros. Interactive Entertainment","0.07","0.08","0.01","0.01","0.18","Excelente"
"Odin Sphere: Leifthrasir","PS4","2016","Role-Playing","Nippon Ichi Software","0.06","0.03","0.07","0.02","0.18","Excelente"
"Doom (2016)","PC","2016","Shooter","Bethesda Softworks","0.06","0.1","0","0.01","0.18","Bueno"
"FIFA 17","X360","2016","Sports","Electronic Arts","0.03","0.13","0","0.01","0.18","Bueno"
"Armor Ambush","2600","1981","Action","Mattel Interactive","0.15","0.01","0","0","0.17","Malo"
"Death Trap","2600","1982","Action","Avalon Interactive","0.15","0.01","0","0","0.17","Bueno"
"Mr. Do!'s Castle","2600","1983","Action","Parker Bros.","0.15","0.01","0","0","0.17","Excelente"
"Super Power League","SNES","1993","Sports","Hudson Soft","0","0","0.17","0","0.17","Excelente"
"Street Fighter: The Movie","PS","1995","Fighting","Acclaim Entertainment","0.1","0.07","0","0.01","0.17","Bueno"
"Space Griffon VF-9","PS","1995","Role-Playing","Panther Software","0.02","0.02","0.12","0.01","0.17","Excelente"
"Off-World Interceptor Extreme","PS","1995","Racing","Crystal Dynamics","0.09","0.06","0","0.01","0.17","Excelente"
